filename,source_pdf,ma_so,period,style,width,height,cell_index,total_cells,hoa_si,mieu_ta,nguon_goc
HVDV_-_NGN_-_AO_-_098_crop_01.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,line_art,939,769,1,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_02.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,line_art,940,769,2,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_03.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,line_art,940,769,3,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_04.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,colored,939,939,4,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_05.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,colored,940,939,5,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_06.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,colored,940,939,6,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_07.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,colored,939,767,7,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_08.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,colored,940,767,8,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_098_crop_09.png,HVDV - NGN - AO - 098_ver_03.pdf,HVDV - NGN - AO - 098,Nguyen,colored,940,767,9,9,Võ Quỳnh Trâm,"Cúc, mai, mẫu đơn dệt trên đoạn","áo dài bát bửu, bảo tàng văn hóa Huế,  ảnh Nguyễn Tấn"
HVDV_-_NGN_-_AO_-_099_crop_01.png,HVDV - NGN - AO - 099_ver_02.pdf,HVDV - NGN - AO - 099,Nguyen,line_art,298,302,1,3,Lưu Văn Hiếu,"Nho, dệt trên đoạn","Bộ sưu tập áo dài TS Thái Kim Lan, ảnh: Trần Khánh Vân"
HVDV_-_NGN_-_AO_-_099_crop_02.png,HVDV - NGN - AO - 099_ver_02.pdf,HVDV - NGN - AO - 099,Nguyen,colored,381,302,2,3,Lưu Văn Hiếu,"Nho, dệt trên đoạn","Bộ sưu tập áo dài TS Thái Kim Lan, ảnh: Trần Khánh Vân"
