local_filename,suggested_period,period_confirmed,motif_type,keep,width,height,license,page_url,url,description,author,categories
Mandarin_boots_and_shoes_Nguyen_dynasty_19th_to_early_20th_century_gilded_metal_-_National_Museum_of_Vietnamese_History_-_Hanoi_Vietnam_-_DSC05598.JPG,Nguyen,,,,5472,3362,CC0,https://commons.wikimedia.org/wiki/File%3AMandarin_boots_and_shoes%2C_Nguyen_dynasty%2C_19th_to_early_20th_century%2C_gilded_metal_-_National_Museum_of_Vietnamese_History_-_Hanoi%2C_Vietnam_-_DSC05598.JPG,https://upload.wikimedia.org/wikipedia/commons/2/22/Mandarin_boots_and_shoes%2C_Nguyen_dynasty%2C_19th_to_early_20th_century%2C_gilded_metal_-_National_Museum_of_Vietnamese_History_-_Hanoi%2C_Vietnam_-_DSC05598.JPG,"Exhibit in the National Museum of Vietnamese History, Hanoi, Vietnam. Photography was permitted in the museum without restriction. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Art of the Nguyễn dynasty|Shoes of Vietnam|Files uploaded by Daderot|Shoes in museums|Metalwork in the National Museum of Vietnamese History|Boots in museums
Mão_cánh_chuồn.jpg,Nguyen,,,,3648,2736,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3AM%C3%A3o_c%C3%A1nh_chu%E1%BB%93n.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/M%C3%A3o_c%C3%A1nh_chu%E1%BB%93n.jpg,"Mão cánh chuồn trong vương triều nhà Nguyễn ở thế kỷ 19, được làm bằng kim loại và lông đuôi ngựa. Hiện vật đang đang được trưng bày trong Bảo tàng Lịch sử Việt Nam (Thành phố Hồ Chí Minh).","<a href=""//commons.wikimedia.org/wiki/User:Thuydaonguyen"" title=""User:Thuydaonguyen"">Bùi Thụy Đào Ng",Taken with Canon PowerShot A490|Self-published work|Art of the Nguyễn dynasty|Monarchical costumes of Vietnam|Mũ cánh chuồn
National_Museum_Vietnamese_History_66.jpg,Nguyen,,,,2112,2816,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_66.jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/National_Museum_Vietnamese_History_66.jpg,"<b>Mandarin robes</b>. Embroidery, Nguyễn dynasty, 19th-early 20th century. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Monarchical costumes of Vietnam
National_Museum_Vietnamese_History_67.jpg,Nguyen,,,,2112,2816,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_67.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/National_Museum_Vietnamese_History_67.jpg,"<b>Mandarin robes</b>. Embroidery, Nguyễn dynasty, 19th-early 20th century. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Monarchical costumes of Vietnam
National_Museum_Vietnamese_History_68.jpg,Nguyen,,,,2112,2816,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_68.jpg,https://upload.wikimedia.org/wikipedia/commons/3/34/National_Museum_Vietnamese_History_68.jpg,"<b>Official hat</b>. Gilded metal, Nguyễn dynasty, 19th-early 20th century. Object for worship. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Metalwork in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_69.jpg,Nguyen,,,,2816,2112,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_69.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/National_Museum_Vietnamese_History_69.jpg,"<b>Mandarin boots and shoes</b>. Gilded metal, Nguyễn dynasty, 19th-early 20th century. Object for worship. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Monarchical costumes of Vietnam
National_Museum_Vietnamese_History_70.jpg,Nguyen,,,,2099,1388,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_70.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/National_Museum_Vietnamese_History_70.jpg,"<b>Seal box</b>. Crimson and gilded wood, Nguyễn dynasty, 19th-early 20th century. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Wood carving in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_71.jpg,Nguyen,,,,2816,2112,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_71.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/National_Museum_Vietnamese_History_71.jpg,"<b>Incense burners</b>. Bronze, Nguyễn dynasty, 19th-early 20th century. Ritual use. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Bronze in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_72.jpg,Nguyen,,,,2112,2816,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_72.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3e/National_Museum_Vietnamese_History_72.jpg,"<b>Screen</b>. Wood, mother of pearl inlay, Nguyễn dynasty, Canh Dẩn year, Thành Thái reign (1890). Interior decoration. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Lacquered furniture|Mother of pearl inlay in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_73.jpg,Nguyen,,,,2112,2816,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_73.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/National_Museum_Vietnamese_History_73.jpg,"<b>Screen</b>. Wood, mother of pearl inlay, Nguyễn dynasty, Canh Dẩn year, Thành Thái reign (1890). Interior decoration. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Lacquered furniture|Mother of pearl inlay in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_74.jpg,Nguyen,,,,2503,1876,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_74.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/National_Museum_Vietnamese_History_74.jpg,"<b>Bodhisattva statues</b>. Crimson and gilded wood, Nguyễn dynasty, 19th-early 20th century. Statues of worship. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Wooden statues in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_75.jpg,Nguyen,,,,2072,2763,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_75.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ad/National_Museum_Vietnamese_History_75.jpg,"<b>Buddha statue</b>. Crimson and gilded wood, Nguyễn dynasty, 19th-early 20th century. Statue of worship. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Statues of Shakyamuni Buddha in Vietnam|Wooden statues in the National Museum of Vietnamese History|Wooden statues of
National_Museum_Vietnamese_History_76.jpg,Nguyen,,,,2534,1901,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_76.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/National_Museum_Vietnamese_History_76.jpg,"<b>Attendant figures</b>. Crimson and gilded wood, Nguyễn dynasty, 19th-early 20th century. Statues of worship. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Wooden statues in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_77.jpg,Nguyen,,,,2816,2112,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_77.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/National_Museum_Vietnamese_History_77.jpg,"(from left to right) <b>Box for ceremonial clothing and Buddhist books</b>, <b>wooden fish (<i>mộc ngư</i>) with handle in shape of dragon</b>, <b>altar in shape of a chair</b> and <b>oil lampstead</b","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Images with annotations|Self-published work|Art of the Nguyễn dynasty|Buddhist altars|Collections of the National Museum of Vietnamese History|Mộc ngư
National_Museum_Vietnamese_History_77b.jpg,Nguyen,,,,587,587,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_77b.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/National_Museum_Vietnamese_History_77b.jpg,"<b>Wooden fish (<i>mộc ngư</i>) with handle in shape of dragon</b>. Crimson and gilded wood, Nguyễn dynasty, 19th-early 20th century. Ritual use. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Mộc ngư|Wood carving in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_77c.jpg,Nguyen,,,,724,1086,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_77c.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/National_Museum_Vietnamese_History_77c.jpg,"<b>Oil lampstead</b>. Crimson and gilded wood, Nguyễn dynasty, 19th-early 20th century. Ritual use. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Wood carving in the National Museum of Vietnamese History
National_Museum_Vietnamese_History_78.jpg,Nguyen,,,,1986,2648,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File%3ANational_Museum_Vietnamese_History_78.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/National_Museum_Vietnamese_History_78.jpg,"<b>Altar in shape of a chair</b>. Crimson and gilded wood, Nguyễn dynasty, 19th-early 20th century. Ritual use. National Museum of Vietnamese History, Hanoi.","<a href=""//commons.wikimedia.org/wiki/User:Gryffindor"" title=""User:Gryffindor"">Gryffindor</a>",Taken with Canon Digital IXUS 870 IS|Self-published work|Art of the Nguyễn dynasty|Wood carving in the National Museum of Vietnamese History
Rice_container_Bien_Hoa_ceramic_green_glaze_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05298.JPG,Nguyen,,,,4485,3425,CC0,https://commons.wikimedia.org/wiki/File%3ARice_container%2C_Bien_Hoa_ceramic%2C_green_glaze_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05298.JPG,https://upload.wikimedia.org/wikipedia/commons/9/96/Rice_container%2C_Bien_Hoa_ceramic%2C_green_glaze_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05298.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Rice_container_Lai_Thieu_ceramic_white_glaze_with_cobalt_blue_patterns_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05303.JPG,Nguyen,,,,3573,4442,CC0,https://commons.wikimedia.org/wiki/File%3ARice_container%2C_Lai_Thieu_ceramic%2C_white_glaze_with_cobalt_blue_patterns_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05303.JPG,https://upload.wikimedia.org/wikipedia/commons/e/ed/Rice_container%2C_Lai_Thieu_ceramic%2C_white_glaze_with_cobalt_blue_patterns_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05303.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Teapot_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05327.JPG,Nguyen,,,,3584,3412,CC0,https://commons.wikimedia.org/wiki/File%3ATeapot_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05327.JPG,https://upload.wikimedia.org/wikipedia/commons/8/85/Teapot_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05327.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Throne_of_a_genie_from_Vietnam_private_collection_EDAV.jpg,Nguyen,,,,3337,5000,Public domain,https://commons.wikimedia.org/wiki/File%3AThrone_of_a_genie_from_Vietnam_private_collection_EDAV.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/Throne_of_a_genie_from_Vietnam_private_collection_EDAV.jpg,,"<p><a href=""//commons.wikimedia.org/wiki/User:Jastrow"" title=""User:Jastrow"">Marie-Lan Nguyen</a>
</p",Taken with Nikon D800E|L'Envol du dragon – Art royal du Vietnam|Author died more than 100 years ago public domain images|Taken with AF-S Zoom-Nikkor 24-70mm f/2.8G ED|Artworks without Wikidata item|Se
Tree_pot_1_of_2_earthenware_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05293.JPG,Nguyen,,,,5472,3648,CC0,https://commons.wikimedia.org/wiki/File%3ATree_pot%2C_1_of_2%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05293.JPG,https://upload.wikimedia.org/wikipedia/commons/d/d0/Tree_pot%2C_1_of_2%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05293.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Tree_pot_2_of_2_earthenware_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05294.JPG,Nguyen,,,,5472,3648,CC0,https://commons.wikimedia.org/wiki/File%3ATree_pot%2C_2_of_2%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05294.JPG,https://upload.wikimedia.org/wikipedia/commons/1/1c/Tree_pot%2C_2_of_2%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05294.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Tube_for_papers_Bat_Trang_ceramic_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05329.JPG,Nguyen,,,,3454,5054,CC0,https://commons.wikimedia.org/wiki/File%3ATube_for_papers%2C_Bat_Trang_ceramic_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05329.JPG,https://upload.wikimedia.org/wikipedia/commons/8/80/Tube_for_papers%2C_Bat_Trang_ceramic_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05329.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Vase_Bat_Trang_ceramic_ivory_glaze_with_underglaze_motifs_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05326.JPG,Nguyen,,,,3648,3970,CC0,https://commons.wikimedia.org/wiki/File%3AVase%2C_Bat_Trang_ceramic%2C_ivory_glaze_with_underglaze_motifs_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05326.JPG,https://upload.wikimedia.org/wikipedia/commons/7/77/Vase%2C_Bat_Trang_ceramic%2C_ivory_glaze_with_underglaze_motifs_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05326.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Vase_Bat_Trang_ceramic_with_blue_glaze_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05325.JPG,Nguyen,,,,3455,4850,CC0,https://commons.wikimedia.org/wiki/File%3AVase%2C_Bat_Trang_ceramic_with_blue_glaze_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05325.JPG,https://upload.wikimedia.org/wikipedia/commons/a/af/Vase%2C_Bat_Trang_ceramic_with_blue_glaze_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05325.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Vase_decorated_with_Fisherman_Benefits_legend_Bat_Trang_ceramic_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05328.JPG,Nguyen,,,,3509,5000,CC0,https://commons.wikimedia.org/wiki/File%3AVase_decorated_with_Fisherman_Benefits_legend%2C_Bat_Trang_ceramic_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05328.JPG,https://upload.wikimedia.org/wikipedia/commons/0/05/Vase_decorated_with_Fisherman_Benefits_legend%2C_Bat_Trang_ceramic_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05328.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Viet_offi_1.jpg,Nguyen,,,,444,716,Public domain,https://commons.wikimedia.org/wiki/File%3AViet_offi_1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/Viet_offi_1.jpg,"From John Crawfurd's ""Journal of an Embassy to the Courts of Siam and Cochin-Chinajournal of an Embassy to the Courts of Siam and Cochin-China"" Published 1830.","<bdi><a href=""https://en.wikipedia.org/wiki/en:John_Crawfurd"" class=""extiw"" title=""w:en:John Crawfur",John Crawfurd|PD-old-100-expired|PD-Art (PD-old-auto-expired)|Art of the Nguyễn dynasty|CC-PD-Mark|Monarchical costumes of Vietnam|PD-Art missing SDC copyright status|PD-old missing SDC copyright stat
Vietnam_19th_C_-_Archangel_Michael_vanquish_Satan_-_wood_glass_iron_IMG_9585_Museum_of_Asian_Civilisation.jpg,Nguyen,,,,2832,3647,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File%3AVietnam_19th_C_-_Archangel_Michael_vanquish_Satan_-_wood_glass_iron_IMG_9585_Museum_of_Asian_Civilisation.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Vietnam_19th_C_-_Archangel_Michael_vanquish_Satan_-_wood_glass_iron_IMG_9585_Museum_of_Asian_Civilisation.jpg,Old art from Vietnam. Exhibit at display in the Asian Civilisations Museum in Singapore.,"<a href=""//commons.wikimedia.org/wiki/User:Bjoertvedt"" title=""User:Bjoertvedt"">Bjoertvedt</a>",Self-published work|Art of the Nguyễn dynasty|Sculptures of Christian saints in Vietnam|Files with coordinates missing SDC location of creation|Singapore photographs taken on 2018-11-10|Statues of Sai
Water_container_earthenware_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05296.JPG,Nguyen,,,,3648,5472,CC0,https://commons.wikimedia.org/wiki/File%3AWater_container%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05296.JPG,https://upload.wikimedia.org/wikipedia/commons/2/29/Water_container%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05296.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",Taken with Sony DSC-RX100 III|CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Water_container_earthenware_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05297.JPG,Nguyen,,,,3548,4677,CC0,https://commons.wikimedia.org/wiki/File%3AWater_container%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05297.JPG,https://upload.wikimedia.org/wikipedia/commons/9/92/Water_container%2C_earthenware_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05297.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Wine_vase_crackled_glaze_ceramic_-_Nguyen_dynasty_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi_Vietnam_-_DSC05323.JPG,Nguyen,,,,3445,4828,CC0,https://commons.wikimedia.org/wiki/File%3AWine_vase%2C_crackled_glaze_ceramic_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05323.JPG,https://upload.wikimedia.org/wikipedia/commons/9/97/Wine_vase%2C_crackled_glaze_ceramic_-_Nguyen_dynasty%2C_19th_century_AD_-_Vietnam_National_Museum_of_Fine_Arts_-_Hanoi%2C_Vietnam_-_DSC05323.JPG,"Exhibit in the Vietnam National Museum of Fine Arts - Hanoi, Vietnam. This artwork is old enough so that it is in the public domain.","<a href=""//commons.wikimedia.org/wiki/User:Daderot"" title=""User:Daderot"">Daderot</a>",CC-Zero|Self-published work|Files uploaded by Daderot|Crackle glaze|Nguyễn dynasty ceramics in the Vietnam National Museum of Fine Arts
Vietnam_19th_C_-_cross_in_rosewood_mother-of-pearl_IMG_9582_Museum_of_Asian_Civilisation.jpg,Nguyen,,,,2809,3648,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File%3AVietnam_19th_C_-_cross_in_rosewood_mother-of-pearl_IMG_9582_Museum_of_Asian_Civilisation.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Vietnam_19th_C_-_cross_in_rosewood_mother-of-pearl_IMG_9582_Museum_of_Asian_Civilisation.jpg,Old art from Vietnam. Exhibit at display in the Asian Civilisations Museum in Singapore.,"<a href=""//commons.wikimedia.org/wiki/User:Bjoertvedt"" title=""User:Bjoertvedt"">Bjoertvedt</a>",Self-published work|Art of the Nguyễn dynasty|Christian art in Vietnam|Files with coordinates missing SDC location of creation|Singapore photographs taken on 2018-11-10|Collections of the Asian Civili
